price,brand
38200,ford
12995,ford
14488,ford
17500,ford
21995,ford
8500,ford
16593,ford
13000,ford
14247,ford
23500,ford
16999,ford
25000,ford
20159,ford
31000,ford
22500,ford
29500,ford
59900,ford
24000,ford
20500,ford
27200,ford
24900,ford
24500,ford
34000,ford
28000,ford
27000,ford
34000,ford
42500,ford
33000,ford
10200,ford
25600,ford
16300,ford
26500,ford
36500,ford
25900,ford
22500,ford
29000,ford
825,ford
10500,ford
32000,ford
27700,ford
4000,ford
38800,ford
26200,ford
19500,ford
11700,ford
34000,ford
38600,ford
21500,ford
38500,ford
38500,ford
12000,ford
30500,ford
11300,ford
29500,ford
16100,ford
32500,ford
29000,ford
30000,ford
26000,ford
26000,ford
18500,ford
12000,ford
30000,ford
14700,ford
25000,ford
26550,ford
27000,ford
34000,ford
27500,ford
25500,ford
13500,ford
4000,ford
25700,ford
29000,ford
30500,ford
30000,ford
9000,ford
19000,ford
25800,ford
26500,ford
29300,ford
6300,ford
25400,ford
26000,ford
7000,ford
25900,ford
9700,ford
27000,ford
9100,ford
28000,ford
25700,ford
27500,ford
9400,ford
25500,ford
20500,ford
21500,ford
12800,ford
23900,ford
9400,ford
26900,ford
25500,ford
27000,ford
9300,ford
14400,ford
19000,ford
14000,ford
13600,ford
19200,ford
13600,ford
18600,ford
13700,ford
18200,ford
13800,ford
22000,ford
13700,ford
28000,ford
13800,ford
18600,ford
13700,ford
13700,ford
13800,ford
17700,ford
13900,ford
13900,ford
50500,ford
13600,ford
55000,ford
13800,ford
56000,ford
13800,ford
45800,ford
13800,ford
5500,nissan
14400,nissan
11450,nissan
11000,nissan
11450,nissan
11000,nissan
11200,nissan
11400,nissan
11450,nissan
11050,nissan
11400,nissan
11050,nissan
10850,nissan
10900,nissan
10450,nissan
10800,nissan
10850,nissan
10800,nissan
10850,nissan
10800,nissan
10900,nissan
10400,nissan
10500,nissan
10800,nissan
10800,nissan
11200,nissan
11100,nissan
12200,nissan
4000,nissan
9000,nissan
14900,nissan
4600,nissan
6400,nissan
10400,nissan
7800,nissan
12300,nissan
10900,nissan
8500,nissan
7300,nissan
5900,nissan
20000,nissan
11200,nissan
14400,nissan
16500,nissan
13400,nissan
12500,nissan
6500,nissan
19800,nissan
8800,nissan
12800,nissan
8800,nissan
3500,nissan
750,nissan
10800,nissan
22300,nissan
8300,nissan
8300,nissan
8000,nissan
15200,nissan
6700,nissan
7500,nissan
10500,nissan
8400,nissan
7000,nissan
25500,nissan
4100,nissan
13900,nissan
1900,nissan
14700,nissan
1900,nissan
18800,nissan
7800,nissan
13500,nissan
8000,nissan
3300,nissan
7200,nissan
8000,nissan
1280,nissan
14000,nissan
3500,nissan
600,nissan
12500,nissan
5800,nissan
8000,nissan
2200,nissan
8300,nissan
7500,nissan
8000,nissan
3500,nissan
8000,nissan
2000,nissan
7800,nissan
8000,nissan
18500,nissan
8000,nissan
18300,nissan
7500,nissan
29800,nissan
21100,nissan
16200,nissan
6998,nissan
14700,nissan
19000,nissan
7500,nissan
7998,nissan
10999,nissan
2900,nissan
8495,nissan
19925,nissan
9500,nissan
12750,nissan
22800,nissan
11621,nissan
11590,nissan
4700,nissan
11390,nissan
14500,nissan
12000,nissan
15000,nissan
7500,nissan
28000,nissan
17500,nissan
18000,nissan
13200,nissan
17000,nissan
6700,nissan
23300,nissan
26800,nissan
18200,nissan
18700,nissan
12900,nissan
16000,nissan
19400,nissan
10900,nissan
15800,nissan
19800,nissan
19000,nissan
18000,nissan
19800,nissan
19700,nissan
20100,nissan
19700,nissan
23400,nissan
23300,nissan
17500,nissan
17100,nissan
15800,nissan
13600,nissan
14400,nissan
19800,nissan
17200,nissan
20300,nissan
20500,nissan
16500,nissan
16000,nissan
14600,nissan
16300,nissan
15400,nissan
15800,nissan
15800,nissan
21400,nissan
15300,nissan
20100,nissan
11300,nissan
10700,nissan
16000,nissan
16600,nissan
15800,nissan
11600,nissan
15000,nissan
17600,nissan
36300,nissan
15600,nissan
14000,nissan
16600,nissan
12600,nissan
20900,nissan
12700,nissan
15600,nissan
18900,nissan
15700,nissan
21900,nissan
21700,nissan
14600,nissan
12000,nissan
21000,nissan
12500,nissan
15900,nissan
11800,nissan
9900,nissan
10600,nissan
10100,nissan
13300,nissan
10100,nissan
10300,nissan
10300,nissan
10300,nissan
24000,nissan
10400,nissan
10200,nissan
9500,nissan
10500,nissan
10500,nissan
3500,nissan
9300,nissan
14100,nissan
2425,nissan
925,nissan
11000,nissan
11000,nissan
2100,nissan
800,nissan
20400,nissan
375,nissan
3000,nissan
15100,nissan
4000,nissan
19500,nissan
22600,nissan
6500,nissan
11800,nissan
20500,nissan
14200,nissan
22000,nissan
16200,nissan
4800,nissan
16000,nissan
14300,nissan
16800,nissan
11900,nissan
3000,nissan
15000,nissan
15200,nissan
18000,nissan
22700,nissan
3800,nissan
5475,nissan
11400,nissan
28100,nissan
3500,nissan
15200,nissan
1950,nissan
13400,nissan
12500,nissan
16500,nissan
16500,nissan
16500,nissan
13900,nissan
13900,nissan
1500,nissan
16500,nissan
13900,nissan
16500,nissan
13900,nissan
12400,nissan
13000,nissan
16500,nissan
13900,nissan
16500,nissan
13900,nissan
13900,nissan
13900,nissan
12100,nissan
16500,nissan
16500,nissan
13900,nissan
3700,nissan
18800,nissan
9200,nissan
30100,nissan
9200,nissan
11100,nissan
13900,nissan
9100,nissan
22800,nissan
13900,nissan
12600,nissan
9200,nissan
12100,nissan
9200,nissan
2300,nissan
13900,nissan
9500,nissan
13900,nissan
1700,nissan
13900,nissan
10400,nissan
9200,nissan
7400,nissan
9200,nissan
7800,nissan
9200,nissan
9200,nissan
9200,nissan
9200,nissan
